Date,Close
2017-06-30,315.4447937
2017-07-03,315.6847839
2017-07-04,325.033844
2017-07-05,329.7655334
2017-07-06,329.7426758
2017-07-07,340.8518066
2017-07-10,341.240387
2017-07-11,341.5832825
2017-07-12,345.4120483
2017-07-13,347.9264526
2017-07-14,350.589447
2017-07-17,354.703949
2017-07-18,347.423584
2017-07-19,350.4065857
2017-07-20,349.480835
2017-07-21,362.3043518
2017-07-24,369.2189941
2017-07-25,366.2245483
2017-07-26,370.9333496
2017-07-27,364.5444641
2017-07-28,364.464447
2017-07-31,369.20755
2017-08-01,366.5559998
2017-08-02,372.4077148
2017-08-03,377.1850891
2017-08-04,370.7962036
2017-08-07,369.4704285
2017-08-08,366.315979
2017-08-09,365.4587708
2017-08-10,362.1557617
2017-08-11,353.4467468
2017-08-14,359.5727539
2017-08-16,357.9841309
2017-08-17,358.2127075
2017-08-18,360.1099243
2017-08-21,357.59552
2017-08-22,356.6011963
2017-08-23,361.6300049
2017-08-24,358.4298401
2017-08-28,358.0869751
2017-08-29,350.2237244
2017-08-30,357.526947
2017-08-31,364.4758911
2017-09-01,368.0417786
2017-09-04,368.784668
2017-09-05,373.184906
2017-09-06,376.1107483
2017-09-07,374.007782
2017-09-08,373.459198
2017-09-11,373.9163513
2017-09-12,376.5907898
2017-09-13,388.1342468
2017-09-14,385.7798157
2017-09-15,384.8426514
2017-09-18,386.5570068
2017-09-19,383.3796997
2017-09-20,387.2884827
2017-09-21,384.6369019
2017-09-22,373.6877747
2017-09-25,375.585022
2017-09-26,374.9221191
2017-09-27,365.3444824
2017-09-28,359.5384827
2017-09-29,357.0012207
2017-10-03,364.9787598
2017-10-04,374.3506775
2017-10-05,376.7736511
2017-10-06,382.6711121
2017-10-09,379.7452393
2017-10-10,385.482666
2017-10-11,384.0883179
2017-10-12,398.9919434
2017-10-13,400.6834412
2017-10-16,400.8434753
2017-10-17,399.7234192
2017-10-18,418.0786438
2017-10-19,415.9756775
2017-10-23,429.6220703
2017-10-24,427.107666
2017-10-25,429.6906738
2017-10-26,433.1194153
2017-10-27,425.0961304
2017-10-30,430.879303
2017-10-31,430.1249695
2017-11-01,435.4738159
2017-11-02,432.7536621
2017-11-03,432.1593628
2017-11-06,426.3076172
2017-11-07,414.5127258
2017-11-08,405.8722839
2017-11-09,411.6783142
2017-11-10,404.0664978
2017-11-13,400.1348572
2017-11-14,405.3694153
2017-11-15,403.9979248
2017-11-16,413.2098083
2017-11-17,416.8900146
2017-11-20,420.9816284
2017-11-21,426.3304749
2017-11-22,425.5075989
2017-11-23,432.936554
2017-11-24,434.8109131
2017-11-27,434.9252014
2017-11-28,431.2678833
2017-11-29,432.4793701
2017-11-30,421.3016663
2017-12-01,416.0671082
2017-12-04,412.1811829
2017-12-05,417.7128906
2017-12-06,423.6332092
2017-12-07,425.8733215
2017-12-08,421.0502014
2017-12-11,418.8329468
2017-12-12,418.5815125
2017-12-13,418.1472168
2017-12-14,421.2788086
2017-12-15,420.4787598
2017-12-18,421.0502014
2017-12-19,423.3132019
2017-12-20,419.7472839
2017-12-21,417.3700256
2017-12-22,420.7759094
2017-12-26,425.0732727
2017-12-27,422.3074341
2017-12-28,422.5131531
2017-12-29,421.0730591
2018-01-01,415.9071045
2018-01-02,416.5471191
2018-01-03,418.2157898
2018-01-04,420.7301941
2018-01-05,422.0788269
2018-01-08,424.5018311
2018-01-09,430.1706848
2018-01-10,430.81073
2018-01-11,428.7077637
2018-01-12,433.8508606
2018-01-15,433.9194336
2018-01-16,421.9416809
2018-01-17,422.6502991
2018-01-18,420.4559021
2018-01-19,425.7590332
2018-01-22,444.1371155
2018-01-23,449.5088196
2018-01-24,441.7827148
2018-01-25,441.5769958
2018-01-29,440.9369507
2018-01-30,434.4909058
2018-01-31,439.4740295
2018-02-01,431.49646
2018-02-02,413.438385
2018-02-05,412.4326172
2018-02-06,407.8381042
2018-02-07,408.8895874
2018-02-08,413.5298157
2018-02-09,410.4668274
2018-02-12,418.5357971
2018-02-14,426.833374
2018-02-15,427.7477112
2018-02-16,421.1873779
2018-02-19,423.7932129
2018-02-20,421.0959167
2018-02-21,424.8675537
2018-02-22,422.5817261
2018-02-23,427.107666
2018-02-26,429.1420593
2018-02-27,434.5366211
2018-02-28,436.3881531
2018-03-01,433.5765686
2018-03-05,422.4674377
2018-03-06,416.4099731
2018-03-07,406.7637634
2018-03-08,416.6842651
2018-03-09,417.4385986
2018-03-12,425.3018494
2018-03-13,426.0104675
2018-03-14,424.7304077
2018-03-15,416.8442688
2018-03-16,411.4725952
2018-03-19,409.3924866
2018-03-20,406.7866211
2018-03-21,410.0325012
2018-03-22,415.1756287
2018-03-23,408.6610107
2018-03-26,411.9526062
2018-03-27,411.3582764
2018-03-28,403.540741
2018-04-02,408.2266846
2018-04-03,411.243988
2018-04-04,409.1181641
2018-04-05,415.1984863
2018-04-06,416.4785461
2018-04-09,418.7643738
2018-04-10,419.2444153
2018-04-11,425.5533142
2018-04-12,424.5704041
2018-04-13,429.2106323
2018-04-16,428.3877258
2018-04-17,431.6793213
2018-04-18,428.822052
2018-04-19,430.7878723
2018-04-20,424.2046509
2018-04-23,427.9077148
2018-04-24,443.4742126
2018-04-25,443.6799622
2018-04-26,445.8972168
2018-04-27,455.4748535
2018-04-30,440.3883667
2018-05-02,444.68573
2018-05-03,439.6111755
2018-05-04,436.1138611
2018-05-07,443.9085388
2018-05-08,442.1255798
2018-05-09,446.5143738
2018-05-10,448.5487671
2018-05-11,452.2518311
2018-05-14,451.0403137
2018-05-15,447.5429993
2018-05-16,437.1195984
2018-05-17,432.1822205
2018-05-18,426.9248047
2018-05-21,425.7818909
2018-05-22,423.6789246
2018-05-23,417.0500183
2018-05-24,418.6958008
2018-05-25,420.9587708
2018-05-28,420.7759094
2018-05-29,419.4272766
2018-05-30,418.8100891
2018-05-31,421.2102356
2018-06-01,425.4161682
2018-06-04,430.1249695
2018-06-05,433.2337036
2018-06-06,436.3195801
2018-06-07,444.0685425
2018-06-08,450.0117188
2018-06-11,449.2345276
2018-06-12,455.8634338
2018-06-13,458.3092651
2018-06-14,460.8008423
2018-06-15,463.6581116
2018-06-18,464.2752991
2018-06-19,455.3605652
2018-06-20,465.9667969
2018-06-21,471.7728271
2018-06-22,462.8809509
2018-06-25,459.2007446
2018-06-26,447.5429993
2018-06-27,441.5541382
2018-06-28,431.9993591
2018-06-29,444.5714111
2018-07-02,439.1539917
2018-07-03,444.0456848
2018-07-04,452.6404114
2018-07-05,440.9369507
2018-07-06,446.9029846
2018-07-09,455.8405762
2018-07-10,468.9155273
2018-07-11,474.9044189
2018-07-12,494.8139954
2018-07-13,502.7915649
2018-07-16,492.0024414
2018-07-17,499.3856812
2018-07-18,499.4771118
2018-07-19,505.1002502
2018-07-20,515.980835
2018-07-23,512.1634521
2018-07-24,507.8889771
2018-07-25,509.8090515
2018-07-26,507.7518005
2018-07-27,516.5294189
2018-07-30,526.3813477
2018-07-31,542.1992798
2018-08-01,545.1022949
2018-08-02,534.1303101
2018-08-03,538.0619507
2018-08-06,545.2166138
2018-08-07,541.3764038
2018-08-08,556.6914673
2018-08-09,556.8057861
2018-08-10,550.5197144
2018-08-13,542.9765015
2018-08-14,553.4456177
2018-08-16,548.965332
2018-08-17,550.3140259
2018-08-20,564.5547485
2018-08-21,570.1778564
2018-08-23,580.3498535
2018-08-24,584.0300293
2018-08-27,590.4303589
2018-08-28,603.0024414
2018-08-29,591.6646729
2018-08-30,582.6356812
2018-08-31,567.640625
2018-09-03,561.9260254
2018-09-04,567.777771
2018-09-05,560.9431152
2018-09-06,576.6696167
2018-09-07,584.5328979
2018-09-10,574.1323853
2018-09-11,565.8347778
2018-09-12,572.6008911
2018-09-14,572.8980103
2018-09-17,560.4402466
2018-09-18,556.4400024
2018-09-19,553.5141602
2018-09-21,556.6000366
2018-09-24,563.2518311
2018-09-25,562.5889282
2018-09-26,572.0979614
2018-09-27,573.1723022
2018-09-28,575.0924072
2018-10-01,563.0917969
2018-10-03,550.9311523
2018-10-04,513.0549316
2018-10-05,479.4989319
2018-10-08,507.1803589
2018-10-09,498.334198
2018-10-10,503.8430481
2018-10-11,497.3055725
2018-10-12,515.020752
2018-10-15,521.0553589
2018-10-16,532.0502319
2018-10-17,526.3356323
2018-10-19,503.4772949
2018-10-22,485.8078308
2018-10-23,482.1733704
2018-10-24,478.0817261
2018-10-25,471.2470703
2018-10-26,477.6931152
2018-10-29,497.3055725
2018-10-30,483.2248535
2018-10-31,485.1677856
2018-11-01,482.881958
2018-11-02,491.4081116
2018-11-05,498.4484863
2018-11-06,504.7573853
2018-11-07,507.7746582
2018-11-09,499.8885498
2018-11-12,493.7396545
2018-11-13,502.6315613
2018-11-14,501.9458008
2018-11-15,501.4429321
2018-11-16,515.4093628
2018-11-19,525.741333
2018-11-20,519.9810181
2018-11-21,508.780426
2018-11-22,504.1859131
2018-11-26,507.3403625
2018-11-27,515.7750854
2018-11-28,526.9528198
2018-11-29,534.1989136
2018-11-30,533.7645874
2018-12-03,528.6900635
2018-12-04,526.7927856
2018-12-05,528.0957031
2018-12-06,513.6950073
2018-12-07,518.3352051
2018-12-10,498.4256287
2018-12-11,501.7629395
2018-12-12,507.6832275
2018-12-13,506.1060181
2018-12-14,508.4604187
2018-12-17,516.5522461
2018-12-18,519.5238647
2018-12-19,519.7067261
2018-12-20,515.8894043
2018-12-21,502.9744263
2018-12-24,497.9227295
2018-12-26,502.1286621
2018-12-27,512.1177368
2018-12-28,514.5635986
2018-12-31,512.5977783
2019-01-01,512.4834595
2019-01-02,505.8088684
2019-01-03,499.5685425
2019-01-04,502.2658081
2019-01-07,505.0545349
2019-01-08,505.0088196
2019-01-09,507.7975159
2019-01-10,506.3117371
2019-01-11,501.9915161
2019-01-14,501.4200745
2019-01-15,516.4379883
2019-01-16,519.2952881
2019-01-17,518.6323853
2019-01-18,541.4449463
2019-01-21,565.8347778
2019-01-22,564.6690063
2019-01-23,560.6231079
2019-01-24,570.2921753
2019-01-25,569.6292725
2019-01-28,562.1088867
2019-01-29,553.4684448
2019-01-30,546.6337891
2019-01-31,561.0117188
2019-02-01,571.4350586
2019-02-04,590.1560669
2019-02-05,590.453186
2019-02-06,599.0021973
2019-02-07,589.9274902
2019-02-08,584.12146
2019-02-11,572.9437256
2019-02-12,574.3837891
2019-02-14,559.6630249
2019-02-15,568.9206543
2019-02-18,557.7886963
2019-02-19,555.960022
2019-02-20,564.3032837
2019-02-21,570.0407104
2019-02-22,563.3889771
2019-02-25,563.3660889
2019-02-26,557.8572388
2019-02-27,559.3430176
2019-02-28,562.7946167
2019-03-01,560.5087891
2019-03-05,565.8119507
2019-03-06,578.223999
2019-03-07,580.7155762
2019-03-08,579.2755127
2019-03-11,596.1906738
2019-03-12,608.6484375
2019-03-13,615.9402466
2019-03-14,613.3115234
2019-03-15,604.2139282
2019-03-18,617.1974487
2019-03-19,629.3123779
2019-03-20,628.8094482
2019-03-22,613.4029541
2019-03-25,605.4939575
2019-03-26,625.06073
2019-03-27,616.8317261
2019-03-28,621.7462158
2019-04-01,636.3070068
2019-04-02,635.3240967
2019-04-03,628.6951904
2019-04-04,618.5689697
2019-04-05,618.9575195
2019-04-08,607.6883545
2019-04-09,610.0656738
2019-04-10,608.6712646
2019-04-11,615.7116699
2019-04-12,614.0201416
2019-04-15,612.6715088
2019-04-16,614.3173218
2019-04-18,633.6097412
2019-04-22,615.0487671
2019-04-23,623.5063477
2019-04-24,635.232666
2019-04-25,627.4151001
2019-04-26,636.741272
2019-04-30,636.741272
2019-05-02,642.3416138
2019-05-03,644.0787964
2019-05-06,633.1296997
2019-05-07,614.2030029
2019-05-08,594.0648193
2019-05-09,574.4066772
2019-05-10,571.9837036
2019-05-13,563.2518311
2019-05-14,576.2353516
2019-05-15,574.6123657
2019-05-16,578.4754639
2019-05-17,579.4126587
2019-05-20,606.1568604
2019-05-21,612.5114746
2019-05-22,612.7857666
2019-05-23,609.814209
2019-05-24,611.1628418
2019-05-27,599.1850586
2019-05-28,605.1739502
2019-05-29,600.2822876
2019-05-30,607.9169922
2019-05-31,608.0998535
2019-06-03,621.8377075
2019-06-04,617.928894
2019-06-06,606.8197632
2019-06-07,601.1280518
2019-06-10,603.0709839
2019-06-11,607.6426392
2019-06-12,609.0141602
2019-06-13,606.7740479
2019-06-14,602.3395386
2019-06-17,586.2244263
2019-06-18,585.630127
2019-06-19,583.9614258
2019-06-20,592.8304443
2019-06-21,584.9443359
2019-06-24,577.1268311
2019-06-25,592.4190063
2019-06-26,591.6418457
2019-06-27,582.4985352
2019-06-28,572.8751831
2019-07-01,580.0755615
2019-07-02,584.4871826
2019-07-03,586.3386841
2019-07-04,587.0015869
2019-07-05,577.5610962
2019-07-08,572.3951416
2019-07-09,585.2186279
2019-07-10,584.6472168
2019-07-11,585.8815308
2019-07-12,585.4015503
2019-07-15,583.3900146
2019-07-16,591.1160889
2019-07-17,586.0186768
2019-07-18,576.8753662
2019-07-19,571.0007935
2019-07-22,585.4015503
2019-07-23,582.2242432
2019-07-24,575.6181641
2019-07-25,563.0003662
2019-07-26,554.9085083
2019-07-29,553.6055908
2019-07-30,539.8677368
2019-07-31,533.1702881
2019-08-01,539.5706177
2019-08-02,541.4449463
2019-08-05,522.7011719
2019-08-06,515.8208008
2019-08-07,507.1803589
2019-08-08,526.8156738
2019-08-09,531.2730103
2019-08-13,582.7728271
2019-08-14,588.9445801
2019-08-16,584.258606
2019-08-19,590.9332275
2019-08-20,583.3214111
2019-08-21,581.0355835
2019-08-22,569.972168
2019-08-23,583.2756958
2019-08-26,579.1383667
2019-08-27,582.8185425
2019-08-28,577.538269
2019-08-29,567.6863403
2019-08-30,570.7950439
2019-09-03,551.5255127
2019-09-04,549.1253662
2019-09-05,547.9595947
2019-09-06,558.8858643
2019-09-09,558.7487183
2019-09-11,564.3261719
2019-09-12,553.3312988
2019-09-13,560.3031006
2019-09-16,553.5141602
2019-09-17,547.4338379
2019-09-18,551.2055054
2019-09-19,539.0219727
2019-09-20,573.4465942
2019-09-23,566.5205688
2019-09-24,584.5786133
2019-09-25,584.9672241
2019-09-26,592.8533325
2019-09-27,598.4536133
2019-09-30,609.0598755
2019-10-01,596.5563965
2019-10-03,599.367981
2019-10-04,598.0192871
2019-10-07,598.9336548
2019-10-09,605.6311035
2019-10-10,623.003479
2019-10-11,618.3632202
2019-10-14,620.8319092
2019-10-15,623.6434937
2019-10-16,627.3922729
2019-10-17,638.4328003
2019-10-18,647.5075684
2019-10-22,646.5018311
2019-10-23,636.5584106
2019-10-24,656.6965942
2019-10-25,654.2965088
2019-10-27,655.6908569
2019-10-29,670.6859131
2019-10-30,676.1947632
2019-10-31,669.4515381
2019-11-01,666.0456543
2019-11-04,666.3885498
2019-11-05,661.6568604
2019-11-06,655.9879761
2019-11-07,666.822876
2019-11-08,660.8339844
2019-11-11,652.7421265
2019-11-13,673.0859985
2019-11-14,668.7200928
2019-11-15,672.4231567
2019-11-18,667.097168
2019-11-19,690.2069092
2019-11-20,707.5335083
2019-11-21,702.9389648
2019-11-22,707.0077515
2019-11-25,713.8881226
2019-11-26,713.2938232
2019-11-27,717.6826172
2019-11-28,722.460022
2019-11-29,709.133606
2019-12-02,725.2944336
2019-12-03,721.8199463
2019-12-04,709.8422241
2019-12-05,708.99646
2019-12-06,710.8479614
2019-12-09,718.9398193
2019-12-10,714.0709839
2019-12-11,714.2767334
2019-12-12,716.9282837
2019-12-13,723.6486206
2019-12-16,716.1968384
2019-12-17,714.4138794
2019-12-18,720.4255981
2019-12-19,736.0149536
2019-12-20,731.0547485
2019-12-23,718.3912354
2019-12-24,706.9849243
2019-12-26,692.789917
2019-12-27,705.1105347
2019-12-30,705.9562988
2019-12-31,692.1727295
2020-01-01,690.1383057
2020-01-02,701.8875122
2020-01-03,702.7332764
2020-01-06,686.4353027
2020-01-07,696.9958496
2020-01-08,691.7612915
2020-01-09,707.6935425
2020-01-10,707.5335083
2020-01-13,705.7277222
2020-01-14,699.1902466
2020-01-15,696.6529541
2020-01-16,703.0761108
2020-01-17,722.7800293
2020-01-20,700.5388794
2020-01-21,701.2474976
2020-01-22,700.9960327
2020-01-23,698.0244751
2020-01-24,695.6015015
2020-01-27,688.7439575
2020-01-28,672.8345947
2020-01-29,676.5376587
2020-01-30,660.0339355
2020-01-31,645.3588867
2020-02-03,633.4039917
2020-02-04,652.1021118
2020-02-05,662.2054443
2020-02-06,666.4570923
2020-02-07,655.4165649
2020-02-10,656.3080444
2020-02-11,664.1484375
2020-02-12,672.1716919
2020-02-13,673.9317627
2020-02-14,680.0806885
2020-02-17,675.8061523
2020-02-18,670.8458862
2020-02-19,687.4867554
2020-02-20,679.326355
2020-02-24,660.5825195
2020-02-25,647.5304565
2020-02-26,636.3755493
2020-02-27,633.7468872
2020-02-28,607.4140625
2020-03-02,601.6995239
2020-03-03,613.9058228
2020-03-04,612.4657593
2020-03-05,599.4136963
2020-03-06,581.0584106
2020-03-09,509.3518982
2020-03-11,527.3642578
2020-03-12,485.9678345
2020-03-13,505.3059692
2020-03-16,464.3438721
2020-03-17,460.8237
2020-03-18,442.765625
2020-03-19,419.5415649
2020-03-20,465.3724976
2020-03-23,404.1579285
2020-03-24,431.290741
2020-03-25,494.76828
2020-03-26,487.4307556
2020-03-27,487.1564636
2020-03-30,471.0870667
2020-03-31,509.1690369
2020-04-01,493.9454041
2020-04-03,492.5738831
2020-04-07,551.3883667
2020-04-08,545.0108643
2020-04-09,557.7200928
2020-04-13,543.6394043
2020-04-15,525.6727295
2020-04-16,533.9931641
2020-04-17,559.5715942
2020-04-20,568.6235352
2020-04-21,565.6748047
2020-04-22,623.3920288
2020-04-23,626.7293701
2020-04-24,647.8047485
2020-04-27,653.633606
2020-04-28,652.9021606
2020-04-29,652.3535156
2020-04-30,670.2058716
2020-05-04,656.1251831
2020-05-05,667.7600098
2020-05-06,667.8057861
2020-05-07,688.9268188
2020-05-08,714.0024414
2020-05-11,720.8599243
2020-05-12,676.2633057
2020-05-13,690.6114502
2020-05-14,662.6906738
2020-05-15,673.5128784
2020-05-18,664.9058838
2020-05-19,650.2070923
2020-05-20,661.6523438
2020-05-21,665.1366577
2020-05-22,660.6600952
2020-05-26,657.1988525
2020-05-27,667.1210938
2020-05-28,679.4431152
2020-05-29,675.8203735
2020-06-01,701.6412964
2020-06-02,708.7252808
2020-06-03,711.4712524
2020-06-04,729.0774536
2020-06-05,729.9542847
2020-06-08,724.3239746
2020-06-09,709.3944702
2020-06-10,725.5469971
2020-06-11,709.6483154
2020-06-12,733.230957
2020-06-15,745.114563
2020-06-16,746.5682983
2020-06-17,745.4837646
2020-06-18,764.1975708
2020-06-19,811.9628296
2020-06-22,805.8479614
2020-06-23,794.1950684
2020-06-24,797.4024658
2020-06-25,792.8105469
2020-06-26,803.7711792
2020-06-29,795.2334595
2020-06-30,786.4418945
2020-07-01,801.9020996
2020-07-02,812.4012451
2020-07-03,825.1155396
2020-07-06,854.6054077
2020-07-07,841.5218506
2020-07-08,829.7767334
2020-07-09,841.8910522
2020-07-10,866.7197876
2020-07-13,893.0021973
2020-07-14,884.6951904
2020-07-15,851.0056763
2020-07-16,850.7288208
2020-07-17,882.2492676
2020-07-20,886.0335083
2020-07-21,909.8699951
2020-07-22,924.8457031
2020-07-23,949.6743774
2020-07-24,990.447876
2020-07-27,995.0859375
2020-07-28,1005.008179
2020-07-29,967.6036377
2020-07-30,973.2339478
2020-07-31,953.9663086
2020-08-03,927.1531982
2020-08-04,992.5015259
2020-08-05,981.3563232
2020-08-06,984.8867798
2020-08-07,990.5863037
2020-08-10,978.3104248
2020-08-11,984.7483521
2020-08-12,981.8870239
2020-08-13,979.3257446
2020-08-14,975.5183716
2020-08-17,965.1577148
2020-08-18,977.7105103
2020-08-19,983.7099609
2020-08-20,967.788208
2020-08-21,960.7734375
2020-08-24,967.1882935
2020-08-25,960.8887939
2020-08-26,986.3635864
2020-08-27,974.0415649
2020-08-28,976.6029053
2020-08-31,960.2427368
2020-09-01,963.265564
2020-09-02,982.1639404
2020-09-03,974.7338257
2020-09-04,958.6505127
2020-09-07,961.1426392
2020-09-08,972.4263306
2020-09-09,997.4626465
2020-09-10,1067.910645
2020-09-11,1070.564209
2020-09-14,1062.626465
2020-09-15,1070.148926
2020-09-16,1072.779419
2020-09-17,1060.872803
2020-09-18,1064.0802
2020-09-21,1041.074463
2020-09-22,1020.445374
2020-09-23,1029.513794
2020-09-24,1006.623474
2020-09-25,1016.084167
2020-09-28,1022.799011
2020-09-29,1036.09021
2020-09-30,1031.152222
2020-10-01,1026.952515
2020-10-05,1020.929932
2020-10-06,1020.076172
2020-10-07,1041.835938
2020-10-08,1033.413452
2020-10-09,1030.736816
2020-10-12,1032.398193
2020-10-13,1052.542725
2020-10-14,1055.680908
2020-10-15,1018.299377
2020-10-16,1004.131348
2020-10-19,1004.315918
2020-10-20,994.9475098
2020-10-21,980.5025635
2020-10-22,972.3570557
2020-10-23,975.1722412
2020-10-26,936.4293213
2020-10-27,938.9214478
2020-10-28,928.2838745
2020-10-29,935.4140015
2020-10-30,948.1514282
2020-11-02,866.4428711
2020-11-03,853.9592896
2020-11-04,882.9414673
2020-11-05,902.2321777
2020-11-06,936.4523926
2020-11-09,946.3977051
2020-11-10,962.0194702
2020-11-11,921.7074585
2020-11-12,913.7696533
2020-11-13,921.3382568
2020-11-14,924.0610962
2020-11-17,919.8845215
2020-11-18,917.0924683
2020-11-19,910.6083984
2020-11-20,876.6189575
2020-11-23,900.2477417
2020-11-24,906.4087524
2020-11-25,898.9093628
2020-11-26,901.1245728
2020-11-27,890.602356
2020-12-01,902.1860352
2020-12-02,903.6859131
2020-12-03,906.4087524
2020-12-04,898.4248047
2020-12-07,903.7089844
2020-12-08,920.1152954
2020-12-09,935.4370728
2020-12-10,926.2301636
2020-12-11,925.6763916
2020-12-14,918.9846191
2020-12-15,911.1622314
2020-12-16,912.1774902
2020-12-17,916.3540649
2020-12-18,919.0999756
2020-12-21,895.1712036
2020-12-22,893.7867432
2020-12-23,897.0864868
2020-12-24,920.2999268
2020-12-28,924.522644
2020-12-29,918.4077759
2020-12-30,920.9229126
2020-12-31,916.2156372
2021-01-01,917.230957
2021-01-04,918.7769775
2021-01-05,907.3548584
2021-01-06,883.4260864
2021-01-07,881.9954224
2021-01-08,892.4022217
2021-01-11,875.5805664
2021-01-12,903.1782837
2021-01-13,894.7558594
2021-01-14,904.8165894
2021-01-15,894.1328735
2021-01-18,915.5925903
2021-01-19,930.5682983
2021-01-20,948.2437134
2021-01-21,968.8727417
2021-01-22,945.8900757
2021-01-25,895.7711792
2021-01-27,874.5421753
2021-01-28,866.0275269
2021-01-29,850.0596313
2021-02-01,874.6806641
2021-02-02,888.7564087
2021-02-03,890.9946899
2021-02-04,888.0641479
2021-02-05,887.8103027
2021-02-08,900.5938721
2021-02-09,902.7628784
2021-02-10,911.1390991
2021-02-11,948.7052002
2021-02-12,942.1980591
2021-02-15,938.0445557
2021-02-16,950.4589233
2021-02-17,961.4195557
2021-02-18,954.2432251
2021-02-19,960.0581055
2021-02-22,926.737793
2021-02-23,933.8218384
2021-02-24,951.1511841
2021-02-25,989.6171875
2021-02-26,962.5963745
2021-03-01,969.9342041
2021-03-02,971.9186401
2021-03-03,1016.268799
2021-03-04,1004.154419
2021-03-05,1005.469666
2021-03-08,1011.192322
2021-03-09,1011.169189
2021-03-10,1006.969543
2021-03-12,986.5020752
2021-03-15,973.257019
2021-03-16,969.4265747
2021-03-17,948.5437012
2021-03-18,927.1993408
2021-03-19,960.8426514
2021-03-22,951.7972412
2021-03-23,963.3809204
2021-03-24,944.8286133
2021-03-25,919.053833
2021-03-26,920.5306396
2021-03-30,936.5216064
2021-03-31,924.4302979
2021-04-01,933.0834351
2021-04-05,919.5845947
2021-04-06,915.7541504
2021-04-07,924.3149414
2021-04-08,925.468689
2021-04-09,914.7157593
2021-04-12,881.9954224
2021-04-13,891.5253906
2021-04-15,897.2941284
2021-04-16,891.6638184
2021-04-19,877.6342163
2021-04-20,877.3804321
2021-04-22,879.8032837
2021-04-23,878.8572388
2021-04-26,894.3174438
2021-04-27,917.7616577
2021-04-28,921.7536011
2021-04-29,934.0987549
2021-04-30,920.4614258
2021-05-03,904.1012573
2021-05-04,884.5105591
2021-05-05,886.1258545
2021-05-06,891.156189
2021-05-07,891.5023193
2021-05-10,888.940979
2021-05-11,892.1484375
2021-05-12,882.918396
2021-05-14,894.0636597
2021-05-17,904.7012329
2021-05-18,917.4385986
2021-05-19,921.6382446
2021-05-20,916.2617798
2021-05-21,924.1765137
2021-05-24,916.3771362
2021-05-25,905.9934082
